,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New,URL
2428,4.0,18600000.0,90.0,61.0,10.0,4.730301532357632,3.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,http://www.cian.ru/sale/flat/145205143/
2429,2.0,18600000.0,52.0,28.0,10.0,5.93856679747926,5.0,1.0,1.0,1.0,1.0,14.0,14.0,0.0,http://www.cian.ru/sale/flat/150149867/
2430,1.0,18600000.0,52.0,28.0,10.0,5.93856679747926,5.0,1.0,1.0,1.0,1.0,14.0,14.0,0.0,http://www.cian.ru/sale/flat/150149866/
2431,2.0,18696634.0,67.5,0.0,0.0,6.44696624516657,5.0,1.0,1.0,0.0,1.0,2.0,13.0,1.0,http://www.cian.ru/sale/flat/149685801/
2432,2.0,18696634.0,67.5,35.4,12.3,6.4414696368485815,9.0,1.0,1.0,0.0,1.0,3.0,13.0,1.0,http://www.cian.ru/sale/flat/148349553/
2433,3.0,18800000.0,82.0,63.1,9.8,3.515964530877466,5.0,1.0,1.0,1.0,1.0,4.0,8.0,0.0,http://www.cian.ru/sale/flat/150903469/
2434,2.0,18900000.0,62.1,34.1,9.1,2.0357749275320574,4.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,http://www.cian.ru/sale/flat/150425016/
2435,2.0,19000000.0,43.9,25.3,8.2,5.146130811031913,6.0,1.0,1.0,1.0,1.0,8.0,12.0,0.0,http://www.cian.ru/sale/flat/149555669/
2436,3.0,123000000.0,182.0,98.8,32.1,4.616579891694862,2.0,1.0,1.0,0.0,1.0,4.0,7.0,0.0,http://www.cian.ru/sale/flat/149387521/
2437,5.0,109781750.0,460.0,0.0,0.0,3.3044099448239415,9.0,1.0,0.0,0.0,0.0,5.0,8.0,0.0,http://www.cian.ru/sale/flat/11840512/
2438,2.0,12700000.0,51.0,34.0,9.0,6.627970020690334,2.0,1.0,0.0,1.0,1.0,11.0,16.0,0.0,http://www.cian.ru/sale/flat/149167683/
2439,1.0,4585315.0,17.3,17.3,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,http://www.cian.ru/sale/flat/149031259/
2440,1.0,4814581.0,17.3,10.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,2.0,5.0,1.0,http://www.cian.ru/sale/flat/151004941/
2441,1.0,4814581.0,17.3,17.3,0.0,6.339924388849707,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,http://www.cian.ru/sale/flat/150346368/
2442,1.0,5225953.0,18.1,18.1,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,http://www.cian.ru/sale/flat/149031296/
2443,1.0,5300000.0,32.0,20.0,7.0,6.492561657571312,4.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0,http://www.cian.ru/sale/flat/150640194/
2444,1.0,5377566.0,18.3,10.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,http://www.cian.ru/sale/flat/151004981/
2445,1.0,5496232.0,23.7,23.7,0.0,6.339924388849707,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,http://www.cian.ru/sale/flat/148794719/
2446,1.0,5550000.0,37.4,20.0,9.6,8.080424996265258,10.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,http://www.cian.ru/sale/flat/149565205/
2447,1.0,5900000.0,30.0,16.0,6.0,10.827807174306098,0.0,0.0,1.0,1.0,1.0,3.0,5.0,0.0,http://www.cian.ru/sale/flat/149849414/
2448,1.0,6000000.0,35.0,20.0,10.0,10.765930106319738,13.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,http://www.cian.ru/sale/flat/149300855/
2449,1.0,6000000.0,35.1,20.1,9.6,6.627349445945714,10.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,http://www.cian.ru/sale/flat/149788538/
2450,1.0,6100000.0,34.0,21.0,8.0,7.040694474165318,12.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,http://www.cian.ru/sale/flat/148112883/
2451,1.0,6100000.0,36.0,20.0,10.0,6.627349445945714,10.0,1.0,0.0,1.0,1.0,12.0,12.0,0.0,http://www.cian.ru/sale/flat/149727197/
2452,1.0,6258687.0,25.5,15.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,http://www.cian.ru/sale/flat/151005044/
2453,1.0,6258687.0,25.5,25.5,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,http://www.cian.ru/sale/flat/149031382/
2454,1.0,6325576.0,29.5,0.0,29.5,6.293283426055375,5.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,http://www.cian.ru/sale/flat/150910021/
2455,1.0,6325576.0,30.0,17.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,http://www.cian.ru/sale/flat/151005116/
2456,1.0,6325576.0,29.5,29.5,0.0,6.331390031627138,5.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,http://www.cian.ru/sale/flat/148800467/
2457,1.0,6355668.0,22.3,22.3,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,http://www.cian.ru/sale/flat/149031279/
2458,1.0,6400000.0,34.0,18.0,10.0,11.231437308366134,10.0,1.0,0.0,1.0,1.0,2.0,12.0,0.0,http://www.cian.ru/sale/flat/150459322/
2459,1.0,6437035.0,33.5,18.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,http://www.cian.ru/sale/flat/151005216/
2460,1.0,6449418.0,28.5,16.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,http://www.cian.ru/sale/flat/151005085/
2461,1.0,6500000.0,30.7,18.6,5.6,7.310545676877094,10.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,http://www.cian.ru/sale/flat/150260995/
2462,1.0,6500000.0,36.8,20.5,6.0,10.885873511100241,11.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,http://www.cian.ru/sale/flat/140980631/
2463,1.0,6600000.0,33.1,20.2,5.6,6.857368565075128,5.0,1.0,1.0,0.0,1.0,5.0,9.0,0.0,http://www.cian.ru/sale/flat/150678964/
2464,4.0,119900000.0,227.5,146.5,19.0,4.766760357231079,12.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,http://www.cian.ru/sale/flat/146453654/
2465,4.0,285372450.0,238.0,150.0,25.0,2.527524182197037,11.0,1.0,1.0,0.0,1.0,4.0,6.0,0.0,http://www.cian.ru/sale/flat/147723884/
2466,4.0,62200000.0,169.0,110.0,0.0,6.006291114900427,9.0,1.0,1.0,0.0,1.0,3.0,6.0,1.0,http://www.cian.ru/sale/flat/149918701/
2467,2.0,6600000.0,33.1,18.0,6.0,6.857368565075128,5.0,1.0,1.0,0.0,1.0,5.0,9.0,0.0,http://www.cian.ru/sale/flat/150679023/
2468,1.0,6790000.0,27.0,17.0,5.4,8.321621517552137,10.0,1.0,1.0,0.0,0.0,4.0,5.0,0.0,http://www.cian.ru/sale/flat/150977773/
2469,1.0,6800000.0,31.0,19.0,7.0,8.630621360567483,15.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,http://www.cian.ru/sale/flat/150720249/
2470,1.0,6850000.0,32.0,17.0,8.0,6.627183513918831,9.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0,http://www.cian.ru/sale/flat/147655377/
2471,1.0,6889007.0,26.1,26.1,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,http://www.cian.ru/sale/flat/149031235/
2472,1.0,6900000.0,34.0,19.0,9.0,3.377102705173708,5.0,1.0,0.0,0.0,1.0,3.0,16.0,0.0,http://www.cian.ru/sale/flat/149431030/
2473,1.0,6934500.0,34.0,0.0,0.0,3.377102705173708,5.0,1.0,0.0,0.0,1.0,8.0,16.0,0.0,http://www.cian.ru/sale/flat/149213362/
2474,2.0,7000000.0,35.0,22.0,5.5,7.345861919434398,10.0,1.0,1.0,0.0,0.0,2.0,9.0,0.0,http://www.cian.ru/sale/flat/19220848/
2475,2.0,7021000.0,41.2,27.8,0.0,7.344559662637142,0.0,0.0,1.0,0.0,0.0,5.0,19.0,1.0,http://www.cian.ru/sale/flat/150684424/
2476,1.0,7079400.0,34.0,19.0,9.0,3.377102705173708,5.0,1.0,0.0,0.0,1.0,8.0,16.0,0.0,http://www.cian.ru/sale/flat/149213364/
2477,1.0,7189943.0,30.5,30.5,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,http://www.cian.ru/sale/flat/149031293/
2478,1.0,7200000.0,31.0,18.0,6.0,6.935264511117391,4.0,1.0,1.0,0.0,0.0,2.0,9.0,0.0,http://www.cian.ru/sale/flat/150645957/
2479,2.0,7200000.0,45.0,30.0,6.0,9.071588517712879,15.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0,http://www.cian.ru/sale/flat/149390159/
2480,1.0,7200000.0,35.0,20.0,9.0,8.019517101392388,10.0,1.0,0.0,0.0,1.0,10.0,12.0,0.0,http://www.cian.ru/sale/flat/150974485/
2481,1.0,7200000.0,27.0,25.0,0.0,8.321621517552137,12.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,http://www.cian.ru/sale/flat/150545360/
2482,1.0,7200000.0,32.0,19.0,6.0,7.2786563400444075,15.0,1.0,1.0,0.0,1.0,3.0,9.0,0.0,http://www.cian.ru/sale/flat/149808503/
2483,1.0,7220153.0,33.6,33.6,0.0,6.331390031627138,5.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,http://www.cian.ru/sale/flat/150118457/
2484,1.0,7240000.0,41.8,27.4,10.0,6.428220283804945,11.0,1.0,1.0,0.0,1.0,29.0,44.0,1.0,http://www.cian.ru/sale/flat/148829580/
2485,2.0,7290000.0,47.0,29.0,6.5,9.186202396794666,15.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,http://www.cian.ru/sale/flat/149311291/
2486,2.0,7300000.0,38.0,24.0,6.0,7.345861919434398,10.0,1.0,1.0,1.0,0.0,2.0,9.0,0.0,http://www.cian.ru/sale/flat/150977807/
2487,1.0,7300000.0,32.0,19.5,6.0,5.429818082416516,5.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,http://www.cian.ru/sale/flat/149396229/
2488,1.0,7334891.0,32.5,32.5,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,http://www.cian.ru/sale/flat/149031368/
2489,2.0,7356800.0,41.3,27.8,0.0,7.344559662637142,0.0,0.0,1.0,0.0,0.0,4.0,19.0,1.0,http://www.cian.ru/sale/flat/150684509/
2490,2.0,7356800.0,42.0,23.4,0.0,7.344559662637142,0.0,0.0,1.0,0.0,0.0,5.0,19.0,1.0,http://www.cian.ru/sale/flat/150684571/
2491,1.0,7411462.0,27.6,27.6,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,http://www.cian.ru/sale/flat/149031262/
2492,4.0,62147778.0,172.0,116.0,16.0,2.2839336807611477,8.0,1.0,1.0,1.0,1.0,7.0,7.0,0.0,http://www.cian.ru/sale/flat/150047932/
2493,2.0,18490000.0,51.5,29.0,9.5,6.1146802607073,6.0,1.0,1.0,0.0,1.0,14.0,14.0,0.0,http://www.cian.ru/sale/flat/150642957/
2494,3.0,43700000.0,118.0,69.0,17.0,3.512980935179131,5.0,1.0,1.0,0.0,1.0,6.0,14.0,0.0,http://www.cian.ru/sale/flat/150531788/
2495,1.0,7500000.0,35.2,17.0,8.5,8.019517101392388,10.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0,http://www.cian.ru/sale/flat/149063476/
2496,1.0,7534606.0,34.1,34.1,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,http://www.cian.ru/sale/flat/149031336/
2497,1.0,7584028.0,33.0,33.0,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,http://www.cian.ru/sale/flat/149031388/
2498,2.0,7600000.0,38.0,24.0,6.0,9.2292222094814,10.0,1.0,1.0,1.0,1.0,7.0,9.0,0.0,http://www.cian.ru/sale/flat/150945577/
2499,2.0,7650000.0,43.0,36.0,6.0,8.481884096812324,10.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,http://www.cian.ru/sale/flat/149507258/
2500,2.0,7650000.0,43.0,36.0,6.0,8.481884096812324,15.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,http://www.cian.ru/sale/flat/149507223/
2501,2.0,7650000.0,36.0,21.0,5.0,5.412067500146654,13.0,1.0,1.0,1.0,1.0,8.0,9.0,0.0,http://www.cian.ru/sale/flat/150236079/
2502,2.0,7757670.0,47.1,0.0,47.1,6.293283426055375,5.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,http://www.cian.ru/sale/flat/151120564/
2503,1.0,7764334.0,32.2,18.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,http://www.cian.ru/sale/flat/151005178/
2504,2.0,7800000.0,45.0,30.0,6.5,6.411117476306447,8.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,http://www.cian.ru/sale/flat/150977411/
2505,1.0,7800000.0,32.0,21.0,6.0,6.334258477007118,4.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,http://www.cian.ru/sale/flat/146275883/
2506,2.0,7800000.0,44.0,31.0,6.0,10.720294073207308,10.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,http://www.cian.ru/sale/flat/149385643/
2507,1.0,7800000.0,31.0,20.0,6.0,8.011363344110183,13.0,1.0,1.0,1.0,1.0,7.0,9.0,0.0,http://www.cian.ru/sale/flat/150043158/
2508,1.0,7800000.0,35.0,20.0,10.0,7.328726389190554,5.0,1.0,0.0,1.0,1.0,8.0,12.0,0.0,http://www.cian.ru/sale/flat/149231113/
2509,1.0,7804265.0,35.6,35.6,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,http://www.cian.ru/sale/flat/149031373/
2510,1.0,7838741.0,34.9,34.9,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,http://www.cian.ru/sale/flat/149031278/
2511,1.0,7850000.0,24.0,15.0,4.0,2.6539701449347195,4.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,http://www.cian.ru/sale/flat/150638556/
2512,2.0,7850000.0,43.4,29.2,5.6,8.113048354865796,7.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,http://www.cian.ru/sale/flat/150405030/
2513,1.0,7863878.0,29.0,29.0,0.0,6.339924388849707,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,http://www.cian.ru/sale/flat/147872339/
2514,1.0,7989174.0,28.0,0.0,0.0,6.293283426055375,9.0,1.0,1.0,0.0,0.0,2.0,6.0,1.0,http://www.cian.ru/sale/flat/150833977/
2515,1.0,8000000.0,37.0,20.0,9.0,7.379051390887586,15.0,1.0,1.0,1.0,1.0,2.0,14.0,0.0,http://www.cian.ru/sale/flat/150206839/
2516,2.0,8000000.0,57.0,31.0,9.0,3.5048316512444555,7.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,http://www.cian.ru/sale/flat/151085732/
2517,1.0,8000000.0,38.5,17.0,8.2,7.829426229623076,13.0,1.0,1.0,0.0,1.0,5.0,14.0,0.0,http://www.cian.ru/sale/flat/148677909/
2518,1.0,8076150.0,41.1,0.0,0.0,6.428220283804945,5.0,1.0,1.0,0.0,0.0,3.0,39.0,1.0,http://www.cian.ru/sale/flat/138051116/
2519,2.0,8081363.0,55.2,30.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,2.0,5.0,1.0,http://www.cian.ru/sale/flat/151005822/
2520,3.0,151700000.0,151.7,0.0,0.0,2.709194319878576,7.0,1.0,0.0,0.0,0.0,2.0,6.0,1.0,http://www.cian.ru/sale/flat/149724154/
2521,4.0,134174880.0,170.0,142.0,28.0,4.613236506045115,2.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,http://www.cian.ru/sale/flat/142815677/
2522,4.0,64865000.0,154.0,86.2,18.0,3.512980935179131,7.0,1.0,1.0,0.0,0.0,3.0,12.0,0.0,http://www.cian.ru/sale/flat/149444635/
2523,1.0,8081363.0,55.2,25.0,0.0,6.293283426055375,6.0,1.0,1.0,0.0,0.0,2.0,5.0,1.0,http://www.cian.ru/sale/flat/151005668/
2524,3.0,8150000.0,56.0,40.0,6.0,3.073601706231305,5.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0,http://www.cian.ru/sale/flat/151110260/
2525,1.0,8157500.0,43.0,20.0,0.0,6.428220283804945,7.0,1.0,1.0,0.0,0.0,3.0,44.0,1.0,http://www.cian.ru/sale/flat/150975668/
2526,2.0,8200000.0,44.6,32.3,5.6,6.6313695084680715,7.0,1.0,0.0,1.0,1.0,7.0,9.0,0.0,http://www.cian.ru/sale/flat/147398175/
2527,1.0,8200000.0,40.0,20.0,8.5,8.76076078063759,15.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,http://www.cian.ru/sale/flat/150418247/
2528,1.0,8230204.0,30.6,30.6,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,http://www.cian.ru/sale/flat/149031312/
2529,1.0,8230204.0,30.6,0.0,0.0,6.293283426055375,9.0,1.0,1.0,0.0,0.0,5.0,6.0,1.0,http://www.cian.ru/sale/flat/150833988/
2530,2.0,8300000.0,40.5,27.0,7.0,4.4096124727048975,9.0,1.0,0.0,1.0,0.0,3.0,6.0,0.0,http://www.cian.ru/sale/flat/149933253/
2531,2.0,8323802.0,55.2,55.2,0.0,6.331390031627138,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,http://www.cian.ru/sale/flat/148800461/
2532,1.0,8375472.0,37.9,37.9,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,http://www.cian.ru/sale/flat/149031331/
2533,1.0,8400000.0,31.0,19.0,6.0,5.5907792931288895,7.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,http://www.cian.ru/sale/flat/144408040/
2534,1.0,8400000.0,32.0,19.0,5.1,5.754177232495526,6.0,1.0,1.0,1.0,1.0,9.0,9.0,0.0,http://www.cian.ru/sale/flat/50540787/
2535,1.0,8437054.0,39.8,39.8,0.0,6.331390031627138,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,http://www.cian.ru/sale/flat/150118455/
2536,1.0,8500000.0,35.0,18.0,9.0,4.678775096293431,10.0,1.0,0.0,1.0,1.0,6.0,16.0,0.0,http://www.cian.ru/sale/flat/150585923/
2537,1.0,8500000.0,31.6,21.3,5.1,6.418190470076393,3.0,1.0,0.0,0.0,1.0,5.0,9.0,0.0,http://www.cian.ru/sale/flat/148257362/
2538,1.0,8500000.0,37.0,18.5,11.5,5.772095512468588,5.0,1.0,0.0,1.0,0.0,6.0,17.0,0.0,http://www.cian.ru/sale/flat/150389374/
2539,2.0,8500000.0,42.0,26.6,5.0,5.857779389180408,7.0,1.0,1.0,0.0,0.0,1.0,9.0,0.0,http://www.cian.ru/sale/flat/148664905/
2540,1.0,8501908.0,34.4,34.4,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,http://www.cian.ru/sale/flat/149031256/
2541,1.0,8513060.0,37.0,37.0,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,http://www.cian.ru/sale/flat/149031386/
2542,1.0,8611226.0,36.8,36.8,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,http://www.cian.ru/sale/flat/149031391/
2543,1.0,8628726.0,50.0,50.0,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,http://www.cian.ru/sale/flat/149031366/
2544,1.0,8650000.0,38.8,23.1,9.0,6.129614229035641,2.0,1.0,1.0,0.0,0.0,13.0,14.0,0.0,http://www.cian.ru/sale/flat/150713491/
2545,1.0,8672814.0,38.4,38.4,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,http://www.cian.ru/sale/flat/149031363/
2546,1.0,8700000.0,39.0,19.0,8.0,7.797759036858401,10.0,1.0,0.0,0.0,1.0,12.0,17.0,0.0,http://www.cian.ru/sale/flat/148350834/
2547,2.0,8700000.0,44.0,29.0,6.0,4.322711303983636,6.0,0.0,1.0,1.0,1.0,4.0,9.0,0.0,http://www.cian.ru/sale/flat/150152817/
2548,3.0,64390950.0,158.9,89.0,18.0,7.31179494808141,8.0,1.0,1.0,0.0,0.0,4.0,18.0,0.0,http://www.cian.ru/sale/flat/51320494/
2549,3.0,41220465.0,118.0,94.0,0.0,1.7504412732246128,5.0,1.0,0.0,1.0,0.0,3.0,5.0,0.0,http://www.cian.ru/sale/flat/150695586/
2550,2.0,23020800.0,65.0,50.0,15.0,5.443351546773681,10.0,1.0,1.0,0.0,0.0,2.0,7.0,1.0,http://www.cian.ru/sale/flat/140888860/
2551,1.0,8700000.0,38.0,20.0,9.0,7.637128912484504,10.0,1.0,1.0,0.0,1.0,6.0,17.0,0.0,http://www.cian.ru/sale/flat/150315093/
2552,1.0,8800000.0,30.0,18.0,6.0,3.9610545584151624,9.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0,http://www.cian.ru/sale/flat/145539078/
2553,1.0,8839861.0,52.7,52.7,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,http://www.cian.ru/sale/flat/149031325/
2554,1.0,8851913.0,40.3,40.3,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,http://www.cian.ru/sale/flat/149031239/
2555,1.0,8900000.0,43.0,22.0,11.0,7.695597045028812,14.0,1.0,1.0,0.0,1.0,21.0,25.0,0.0,http://www.cian.ru/sale/flat/151113735/
2556,2.0,8900000.0,47.5,31.0,7.0,6.67273862726497,9.0,1.0,0.0,0.0,1.0,1.0,12.0,0.0,http://www.cian.ru/sale/flat/150094573/
2557,1.0,8900000.0,39.0,23.0,10.0,7.259421913385409,3.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,http://www.cian.ru/sale/flat/151019103/
2558,1.0,8903736.0,43.7,43.7,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,http://www.cian.ru/sale/flat/149031277/
2559,1.0,8949981.0,38.9,38.9,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,http://www.cian.ru/sale/flat/149031383/
2560,1.0,9000000.0,36.7,16.0,10.1,5.651313452530156,9.0,1.0,1.0,1.0,0.0,1.0,16.0,0.0,http://www.cian.ru/sale/flat/147215248/
2561,1.0,9000000.0,36.7,16.0,10.1,5.651313452530156,5.0,1.0,1.0,1.0,0.0,1.0,16.0,0.0,http://www.cian.ru/sale/flat/147059590/
2562,2.0,9000000.0,48.0,31.0,7.2,4.387240753027192,7.0,1.0,0.0,1.0,1.0,7.0,12.0,0.0,http://www.cian.ru/sale/flat/140323353/
2563,2.0,9000000.0,54.0,34.0,9.0,4.4096124727048975,3.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,http://www.cian.ru/sale/flat/149922809/
2564,1.0,9000000.0,31.0,18.0,5.0,4.376866959162238,11.0,1.0,0.0,0.0,1.0,3.0,9.0,0.0,http://www.cian.ru/sale/flat/148934694/
2565,1.0,9000000.0,40.0,21.0,9.0,4.452120082180121,5.0,1.0,1.0,0.0,1.0,5.0,13.0,0.0,http://www.cian.ru/sale/flat/150612489/
2566,2.0,9000000.0,52.0,40.0,7.0,4.22106707506476,8.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,http://www.cian.ru/sale/flat/149657988/
2567,1.0,9000000.0,33.0,17.0,7.0,4.1691158807666,4.0,1.0,0.0,1.0,0.0,4.0,12.0,0.0,http://www.cian.ru/sale/flat/150515133/
2568,1.0,9000000.0,40.0,20.0,10.0,6.719775886150108,7.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0,http://www.cian.ru/sale/flat/150809777/
2569,1.0,9027459.0,41.1,41.1,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,http://www.cian.ru/sale/flat/149031215/
2570,1.0,9100000.0,38.0,19.1,10.0,3.508413023829308,9.0,1.0,0.0,1.0,1.0,12.0,16.0,0.0,http://www.cian.ru/sale/flat/148894545/
2571,2.0,9117548.0,53.3,53.3,0.0,6.331390031627138,5.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,http://www.cian.ru/sale/flat/150118029/
2572,1.0,9145500.0,45.5,0.0,0.0,6.428220283804945,5.0,1.0,1.0,0.0,0.0,4.0,39.0,1.0,http://www.cian.ru/sale/flat/50961748/
2573,1.0,9173126.0,42.6,42.6,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,http://www.cian.ru/sale/flat/149031222/
2574,2.0,9200000.0,44.0,29.0,6.0,2.9996661727933662,6.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,http://www.cian.ru/sale/flat/148224543/
2575,1.0,9200000.0,38.0,19.0,8.0,7.260976549713663,11.0,1.0,0.0,1.0,1.0,9.0,17.0,0.0,http://www.cian.ru/sale/flat/147901521/
2576,3.0,28188000.0,104.4,56.1,15.0,2.8812249512333055,5.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,http://www.cian.ru/sale/flat/151075002/
2577,3.0,41220465.0,119.0,119.0,0.0,1.7504412732246128,5.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,http://www.cian.ru/sale/flat/37630744/
2578,2.0,24800000.0,70.0,47.0,10.0,2.898757460696066,5.0,1.0,1.0,1.0,0.0,4.0,9.0,0.0,http://www.cian.ru/sale/flat/150873621/
2579,2.0,9300000.0,39.5,22.2,7.5,6.719775886150108,5.0,1.0,0.0,1.0,1.0,11.0,12.0,0.0,http://www.cian.ru/sale/flat/150468272/
2580,2.0,9300000.0,45.0,29.3,6.0,8.260838534144257,15.0,1.0,0.0,1.0,1.0,6.0,12.0,0.0,http://www.cian.ru/sale/flat/150297774/
2581,2.0,9300000.0,42.0,27.0,5.0,9.876840689686237,7.0,1.0,1.0,1.0,1.0,8.0,9.0,0.0,http://www.cian.ru/sale/flat/148533758/
2582,1.0,9310992.0,41.6,41.6,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,http://www.cian.ru/sale/flat/149031240/
2583,1.0,9356608.0,42.6,42.6,0.0,6.339924388849707,5.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,http://www.cian.ru/sale/flat/149920195/
2584,2.0,9390000.0,37.0,22.0,8.0,6.941178797703174,2.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0,http://www.cian.ru/sale/flat/150329842/
2585,1.0,9395149.0,41.2,41.2,0.0,6.293283426055375,6.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,http://www.cian.ru/sale/flat/149031390/
2586,1.0,9395500.0,43.7,0.0,0.0,6.428220283804945,5.0,1.0,1.0,0.0,0.0,8.0,39.0,1.0,http://www.cian.ru/sale/flat/50961343/
2587,1.0,9400000.0,38.4,18.0,7.5,7.260976549713663,9.0,1.0,0.0,1.0,1.0,6.0,17.0,0.0,http://www.cian.ru/sale/flat/149727428/
2588,1.0,9432900.0,44.6,0.0,0.0,6.428220283804945,5.0,1.0,1.0,0.0,0.0,7.0,39.0,1.0,http://www.cian.ru/sale/flat/50960598/
